Year,States,States Code,Age Groups,Count
1999,Wisconsin,55,65-69 years,3397
1999,Wisconsin,55,70-74 years,3858
1999,Wisconsin,55,75-79 years,3371
1999,Wisconsin,55,80-84 years,2472
1999,Wisconsin,55,85+ years,1981
1999,Wyoming,56,30-34 years,18
1999,Wyoming,56,35-39 years,29
1999,Wyoming,56,40-44 years,70
1999,Wyoming,56,45-49 years,112
1999,Wyoming,56,50-54 years,164
1999,Wyoming,56,55-59 years,178
1999,Wyoming,56,60-64 years ,208
1999,Wyoming,56,65-69 years,270
1999,Wyoming,56,70-74 years,320
1999,Wyoming,56,75-79 years,302
1999,Wyoming,56,80-84 years,212
1999,Wyoming,56,85+ years,125
2000,Alabama,1,1-4 years,33
2000,Alabama,1,5-9 years,24
2000,Alabama,1,10-14 years,26
2000,Alabama,1,15-19 years,49
2000,Alabama,1,20-24 years,36
2000,Alabama,1,25-29 years,94
2000,Alabama,1,30-34 years,181
2000,Alabama,1,35-39 years,369
2000,Alabama,1,40-44 years,640
2000,Alabama,1,45-49 years,970
2000,Alabama,1,50-54 years,1416
2000,Alabama,1,55-59 years,1782
2000,Alabama,1,60-64 years ,2200
2000,Alabama,1,65-69 years,2642
2000,Alabama,1,70-74 years,2736
2000,Alabama,1,75-79 years,2353
2000,Alabama,1,80-84 years,1599
2000,Alabama,1,85+ years,1103
2000,Alaska,2,25-29 years,18
2000,Alaska,2,30-34 years,27
2000,Alaska,2,35-39 years,58
2000,Alaska,2,40-44 years,100
2000,Alaska,2,45-49 years,181
2000,Alaska,2,50-54 years,226
2000,Alaska,2,55-59 years,205
2000,Alaska,2,60-64 years ,221
2000,Alaska,2,65-69 years,246
2000,Alaska,2,70-74 years,234
2000,Alaska,2,75-79 years,196
2000,Alaska,2,80-84 years,109
2000,Alaska,2,85+ years,57
2000,Arizona,4,1-4 years,47
2000,Arizona,4,5-9 years,39
2000,Arizona,4,10-14 years,27
2000,Arizona,4,15-19 years,49
2000,Arizona,4,20-24 years,76
2000,Arizona,4,25-29 years,117
2000,Arizona,4,30-34 years,228
2000,Arizona,4,35-39 years,390
2000,Arizona,4,40-44 years,665
2000,Arizona,4,45-49 years,949
2000,Arizona,4,50-54 years,1405
2000,Arizona,4,55-59 years,1832
2000,Arizona,4,60-64 years ,2186
2000,Arizona,4,65-69 years,2863
2000,Arizona,4,70-74 years,3114
2000,Arizona,4,75-79 years,2850
2000,Arizona,4,80-84 years,1904
2000,Arizona,4,85+ years,1279
2000,California,6,< 1 year,52
2000,California,6,1-4 years,325
2000,California,6,5-9 years,258
2000,California,6,10-14 years,209
2000,California,6,15-19 years,288
2000,California,6,20-24 years,395
2000,California,6,25-29 years,855
2000,California,6,30-34 years,1518
2000,California,6,35-39 years,2823
2000,California,6,40-44 years,4736
2000,California,6,45-49 years,6963
2000,California,6,50-54 years,9766
2000,California,6,55-59 years,11948
2000,California,6,60-64 years ,13682
2000,California,6,65-69 years,16025
2000,California,6,70-74 years,17934
2000,California,6,75-79 years,17317
2000,California,6,80-84 years,11543
2000,California,6,85+ years,9055
2000,Colorado,8,1-4 years,33
2000,Colorado,8,5-9 years,27
2000,Colorado,8,10-14 years,29
2000,Colorado,8,15-19 years,41
2000,Colorado,8,20-24 years,59
2000,Colorado,8,25-29 years,125
2000,Colorado,8,30-34 years,204
2000,Colorado,8,35-39 years,380
2000,Colorado,8,40-44 years,713
2000,Colorado,8,45-49 years,998
2000,Colorado,8,50-54 years,1389
2000,Colorado,8,55-59 years,1485
2000,Colorado,8,60-64 years ,1748
2000,Colorado,8,65-69 years,2035
2000,Colorado,8,70-74 years,2057
2000,Colorado,8,75-79 years,1797
2000,Colorado,8,80-84 years,1225
2000,Colorado,8,85+ years,998
2000,Connecticut,9,1-4 years,38
2000,Connecticut,9,5-9 years,26
2000,Connecticut,9,10-14 years,26
2000,Connecticut,9,15-19 years,30
2000,Connecticut,9,20-24 years,43
2000,Connecticut,9,25-29 years,83
2000,Connecticut,9,30-34 years,183
2000,Connecticut,9,35-39 years,374
2000,Connecticut,9,40-44 years,587
2000,Connecticut,9,45-49 years,880
2000,Connecticut,9,50-54 years,1346
2000,Connecticut,9,55-59 years,1726
2000,Connecticut,9,60-64 years ,1849
2000,Connecticut,9,65-69 years,2254
2000,Connecticut,9,70-74 years,2549
2000,Connecticut,9,75-79 years,2619
2000,Connecticut,9,80-84 years,1868
2000,Connecticut,9,85+ years,1343
2000,Delaware,10,25-29 years,22
2000,Delaware,10,30-34 years,47
2000,Delaware,10,35-39 years,85
2000,Delaware,10,40-44 years,142
2000,Delaware,10,45-49 years,172
2000,Delaware,10,50-54 years,315
2000,Delaware,10,55-59 years,378
2000,Delaware,10,60-64 years ,407
2000,Delaware,10,65-69 years,522
2000,Delaware,10,70-74 years,628
2000,Delaware,10,75-79 years,504
2000,Delaware,10,80-84 years,306
2000,Delaware,10,85+ years,230
2000,District of Columbia,11,30-34 years,34
2000,District of Columbia,11,35-39 years,59
2000,District of Columbia,11,40-44 years,102
2000,District of Columbia,11,45-49 years,170
2000,District of Columbia,11,50-54 years,228
2000,District of Columbia,11,55-59 years,267
2000,District of Columbia,11,60-64 years ,334
2000,District of Columbia,11,65-69 years,340
2000,District of Columbia,11,70-74 years,376
2000,District of Columbia,11,75-79 years,334
2000,District of Columbia,11,80-84 years,243
2000,District of Columbia,11,85+ years,199
2000,Florida,12,< 1 year,24
2000,Florida,12,1-4 years,119
2000,Florida,12,5-9 years,132
2000,Florida,12,10-14 years,99
2000,Florida,12,15-19 years,119
2000,Florida,12,20-24 years,194
2000,Florida,12,25-29 years,442
2000,Florida,12,30-34 years,767
2000,Florida,12,35-39 years,1556
2000,Florida,12,40-44 years,2599
2000,Florida,12,45-49 years,3993
2000,Florida,12,50-54 years,5876
2000,Florida,12,55-59 years,7793
2000,Florida,12,60-64 years ,9718
2000,Florida,12,65-69 years,13119
2000,Florida,12,70-74 years,15850
2000,Florida,12,75-79 years,14585
2000,Florida,12,80-84 years,9647
2000,Florida,12,85+ years,7427
2000,Georgia,13,1-4 years,75
2000,Georgia,13,5-9 years,53
2000,Georgia,13,10-14 years,46
2000,Georgia,13,15-19 years,56
2000,Georgia,13,20-24 years,106
2000,Georgia,13,25-29 years,239
2000,Georgia,13,30-34 years,408
2000,Georgia,13,35-39 years,762
2000,Georgia,13,40-44 years,1244
2000,Georgia,13,45-49 years,1840
2000,Georgia,13,50-54 years,2870
2000,Georgia,13,55-59 years,3326
2000,Georgia,13,60-64 years ,3658
2000,Georgia,13,65-69 years,4260
2000,Georgia,13,70-74 years,4148
2000,Georgia,13,75-79 years,3329
2000,Georgia,13,80-84 years,2248
2000,Georgia,13,85+ years,1589
2000,Hawaii,15,20-24 years,22
2000,Hawaii,15,25-29 years,23
2000,Hawaii,15,30-34 years,54
2000,Hawaii,15,35-39 years,105
2000,Hawaii,15,40-44 years,186
2000,Hawaii,15,45-49 years,273
2000,Hawaii,15,50-54 years,368
2000,Hawaii,15,55-59 years,472
2000,Hawaii,15,60-64 years ,482
2000,Hawaii,15,65-69 years,636
2000,Hawaii,15,70-74 years,697
2000,Hawaii,15,75-79 years,707
2000,Hawaii,15,80-84 years,472
2000,Hawaii,15,85+ years,354
2000,Idaho,16,20-24 years,18
2000,Idaho,16,25-29 years,28
2000,Idaho,16,30-34 years,46
2000,Idaho,16,35-39 years,98
2000,Idaho,16,40-44 years,169
2000,Idaho,16,45-49 years,276
2000,Idaho,16,50-54 years,370
2000,Idaho,16,55-59 years,504
2000,Idaho,16,60-64 years ,552
2000,Idaho,16,65-69 years,685
2000,Idaho,16,70-74 years,800
2000,Idaho,16,75-79 years,730
2000,Idaho,16,80-84 years,527
2000,Idaho,16,85+ years,396
2000,Illinois,17,< 1 year,16
2000,Illinois,17,1-4 years,98
2000,Illinois,17,5-9 years,82
2000,Illinois,17,10-14 years,67
2000,Illinois,17,15-19 years,106
2000,Illinois,17,20-24 years,164
2000,Illinois,17,25-29 years,311
2000,Illinois,17,30-34 years,609
2000,Illinois,17,35-39 years,1061
2000,Illinois,17,40-44 years,1747
2000,Illinois,17,45-49 years,2940
2000,Illinois,17,50-54 years,4078
2000,Illinois,17,55-59 years,5116
2000,Illinois,17,60-64 years ,6004
2000,Illinois,17,65-69 years,7303
2000,Illinois,17,70-74 years,8142
2000,Illinois,17,75-79 years,7319
2000,Illinois,17,80-84 years,5260
2000,Illinois,17,85+ years,4144
2000,Indiana,18,1-4 years,52
2000,Indiana,18,5-9 years,35
2000,Indiana,18,10-14 years,33
2000,Indiana,18,15-19 years,56
2000,Indiana,18,20-24 years,82
2000,Indiana,18,25-29 years,156
2000,Indiana,18,30-34 years,273
2000,Indiana,18,35-39 years,507
2000,Indiana,18,40-44 years,888
2000,Indiana,18,45-49 years,1394
2000,Indiana,18,50-54 years,2027
2000,Indiana,18,55-59 years,2463
2000,Indiana,18,60-64 years ,2993
2000,Indiana,18,65-69 years,3561
2000,Indiana,18,70-74 years,3995
2000,Indiana,18,75-79 years,3552
2000,Indiana,18,80-84 years,2374
2000,Indiana,18,85+ years,1947
2000,Iowa,19,1-4 years,28
2000,Iowa,19,5-9 years,18
2000,Iowa,19,10-14 years,19
2000,Iowa,19,15-19 years,24
2000,Iowa,19,20-24 years,57
2000,Iowa,19,25-29 years,74
2000,Iowa,19,30-34 years,111
2000,Iowa,19,35-39 years,279
2000,Iowa,19,40-44 years,443
2000,Iowa,19,45-49 years,678
2000,Iowa,19,50-54 years,940
2000,Iowa,19,55-59 years,1126
2000,Iowa,19,60-64 years ,1531
2000,Iowa,19,65-69 years,1944
2000,Iowa,19,70-74 years,2200
2000,Iowa,19,75-79 years,2102
2000,Iowa,19,80-84 years,1598
2000,Iowa,19,85+ years,1449
2000,Kansas,20,1-4 years,22
2000,Kansas,20,15-19 years,28
2000,Kansas,20,20-24 years,56
2000,Kansas,20,25-29 years,80
2000,Kansas,20,30-34 years,120
2000,Kansas,20,35-39 years,221
2000,Kansas,20,40-44 years,415
2000,Kansas,20,45-49 years,614
2000,Kansas,20,50-54 years,826
2000,Kansas,20,55-59 years,1094
2000,Kansas,20,60-64 years ,1259
2000,Kansas,20,65-69 years,1547
2000,Kansas,20,70-74 years,1813
2000,Kansas,20,75-79 years,1757
2000,Kansas,20,80-84 years,1281
2000,Kansas,20,85+ years,1018
2000,Kentucky,21,1-4 years,39
2000,Kentucky,21,5-9 years,28
2000,Kentucky,21,10-14 years,25
2000,Kentucky,21,15-19 years,40
2000,Kentucky,21,20-24 years,77
2000,Kentucky,21,25-29 years,143
2000,Kentucky,21,30-34 years,241
2000,Kentucky,21,35-39 years,393
2000,Kentucky,21,40-44 years,722
2000,Kentucky,21,45-49 years,1066
2000,Kentucky,21,50-54 years,1592
2000,Kentucky,21,55-59 years,1998
2000,Kentucky,21,60-64 years ,2383
2000,Kentucky,21,65-69 years,2838
2000,Kentucky,21,70-74 years,2946
2000,Kentucky,21,75-79 years,2458
2000,Kentucky,21,80-84 years,1536
2000,Kentucky,21,85+ years,1192
2000,Louisiana,22,1-4 years,35
2000,Louisiana,22,5-9 years,31
2000,Louisiana,22,10-14 years,27
2000,Louisiana,22,15-19 years,20
2000,Louisiana,22,20-24 years,60
2000,Louisiana,22,25-29 years,119
2000,Louisiana,22,30-34 years,173
2000,Louisiana,22,35-39 years,398
2000,Louisiana,22,40-44 years,696
2000,Louisiana,22,45-49 years,1068
2000,Louisiana,22,50-54 years,1590
2000,Louisiana,22,55-59 years,1847
2000,Louisiana,22,60-64 years ,2188
2000,Louisiana,22,65-69 years,2663
2000,Louisiana,22,70-74 years,2765
2000,Louisiana,22,75-79 years,2515
2000,Louisiana,22,80-84 years,1631
2000,Louisiana,22,85+ years,1322
2000,Maine,23,25-29 years,19
2000,Maine,23,30-34 years,56
2000,Maine,23,35-39 years,118
2000,Maine,23,40-44 years,213
2000,Maine,23,45-49 years,335
2000,Maine,23,50-54 years,493
2000,Maine,23,55-59 years,636
2000,Maine,23,60-64 years ,811
2000,Maine,23,65-69 years,936
2000,Maine,23,70-74 years,1109
2000,Maine,23,75-79 years,1011
2000,Maine,23,80-84 years,647
2000,Maine,23,85+ years,576
2000,Maryland,24,< 1 year,17
2000,Maryland,24,1-4 years,41
2000,Maryland,24,5-9 years,28
2000,Maryland,24,10-14 years,31
2000,Maryland,24,15-19 years,45
2000,Maryland,24,20-24 years,79
2000,Maryland,24,25-29 years,149
2000,Maryland,24,30-34 years,258
2000,Maryland,24,35-39 years,527
2000,Maryland,24,40-44 years,897
2000,Maryland,24,45-49 years,1368
2000,Maryland,24,50-54 years,2006
2000,Maryland,24,55-59 years,2455
2000,Maryland,24,60-64 years ,2711
2000,Maryland,24,65-69 years,3028
2000,Maryland,24,70-74 years,3219
2000,Maryland,24,75-79 years,3007
2000,Maryland,24,80-84 years,1909
2000,Maryland,24,85+ years,1280
2000,Massachusetts,25,1-4 years,54
2000,Massachusetts,25,5-9 years,41
2000,Massachusetts,25,10-14 years,30
2000,Massachusetts,25,15-19 years,56
2000,Massachusetts,25,20-24 years,84
2000,Massachusetts,25,25-29 years,169
2000,Massachusetts,25,30-34 years,343
2000,Massachusetts,25,35-39 years,579
2000,Massachusetts,25,40-44 years,1094
2000,Massachusetts,25,45-49 years,1612
2000,Massachusetts,25,50-54 years,2548
2000,Massachusetts,25,55-59 years,2974
2000,Massachusetts,25,60-64 years ,3360
2000,Massachusetts,25,65-69 years,4120
2000,Massachusetts,25,70-74 years,4864
2000,Massachusetts,25,75-79 years,4390
2000,Massachusetts,25,80-84 years,2994
2000,Massachusetts,25,85+ years,2429
2000,Michigan,26,< 1 year,27
2000,Michigan,26,1-4 years,107
2000,Michigan,26,5-9 years,64
2000,Michigan,26,10-14 years,67
2000,Michigan,26,15-19 years,91
2000,Michigan,26,20-24 years,142
2000,Michigan,26,25-29 years,291
2000,Michigan,26,30-34 years,470
2000,Michigan,26,35-39 years,902
2000,Michigan,26,40-44 years,1631
2000,Michigan,26,45-49 years,2565
2000,Michigan,26,50-54 years,3745
2000,Michigan,26,55-59 years,4524
2000,Michigan,26,60-64 years ,5242
2000,Michigan,26,65-69 years,6226
2000,Michigan,26,70-74 years,7339
2000,Michigan,26,75-79 years,6368
2000,Michigan,26,80-84 years,4351
2000,Michigan,26,85+ years,3176
2000,Minnesota,27,1-4 years,57
2000,Minnesota,27,5-9 years,37
2000,Minnesota,27,10-14 years,32
2000,Minnesota,27,15-19 years,40
2000,Minnesota,27,20-24 years,64
2000,Minnesota,27,25-29 years,132
2000,Minnesota,27,30-34 years,268
2000,Minnesota,27,35-39 years,423
2000,Minnesota,27,40-44 years,728
2000,Minnesota,27,45-49 years,1085
2000,Minnesota,27,50-54 years,1569
2000,Minnesota,27,55-59 years,1949
2000,Minnesota,27,60-64 years ,2383
2000,Minnesota,27,65-69 years,2691
2000,Minnesota,27,70-74 years,3052
2000,Minnesota,27,75-79 years,2829
2000,Minnesota,27,80-84 years,2004
2000,Minnesota,27,85+ years,1616
2000,Missouri,29,1-4 years,54
2000,Missouri,29,5-9 years,35
2000,Missouri,29,10-14 years,39
2000,Missouri,29,15-19 years,48
2000,Missouri,29,20-24 years,70
2000,Missouri,29,25-29 years,147
2000,Missouri,29,30-34 years,233
2000,Missouri,29,35-39 years,470
2000,Missouri,29,40-44 years,836
2000,Missouri,29,45-49 years,1244
2000,Missouri,29,50-54 years,1861
2000,Missouri,29,55-59 years,2423
2000,Missouri,29,60-64 years ,2945
2000,Missouri,29,65-69 years,3535
2000,Missouri,29,70-74 years,3942
2000,Missouri,29,75-79 years,3375
2000,Missouri,29,80-84 years,2289
2000,Missouri,29,85+ years,1833
2000,Montana,30,15-19 years,16
2000,Montana,30,20-24 years,18
2000,Montana,30,30-34 years,55
2000,Montana,30,35-39 years,68
2000,Montana,30,40-44 years,133
2000,Montana,30,45-49 years,208
2000,Montana,30,50-54 years,337
2000,Montana,30,55-59 years,397
2000,Montana,30,60-64 years ,459
2000,Montana,30,65-69 years,621
2000,Montana,30,70-74 years,644
2000,Montana,30,75-79 years,598
2000,Montana,30,80-84 years,451
2000,Montana,30,85+ years,355
2000,Nebraska,31,15-19 years,24
2000,Nebraska,31,20-24 years,23
2000,Nebraska,31,25-29 years,40
2000,Nebraska,31,30-34 years,71
2000,Nebraska,31,35-39 years,133
2000,Nebraska,31,40-44 years,252
2000,Nebraska,31,45-49 years,364
2000,Nebraska,31,50-54 years,569
2000,Nebraska,31,55-59 years,632
2000,Nebraska,31,60-64 years ,770
2000,Nebraska,31,65-69 years,1074
2000,Nebraska,31,70-74 years,1219
2000,Nebraska,31,75-79 years,1131
2000,Nebraska,31,80-84 years,809
2000,Nebraska,31,85+ years,744
2000,Nevada,32,1-4 years,17
2000,Nevada,32,5-9 years,19
2000,Nevada,32,15-19 years,19
2000,Nevada,32,20-24 years,41
2000,Nevada,32,25-29 years,43
2000,Nevada,32,30-34 years,107
2000,Nevada,32,35-39 years,176
2000,Nevada,32,40-44 years,284
2000,Nevada,32,45-49 years,410
2000,Nevada,32,50-54 years,713
2000,Nevada,32,55-59 years,889
2000,Nevada,32,60-64 years ,1164
2000,Nevada,32,65-69 years,1292
2000,Nevada,32,70-74 years,1370
2000,Nevada,32,75-79 years,1151
2000,Nevada,32,80-84 years,695
2000,Nevada,32,85+ years,433
2000,New Hampshire,33,25-29 years,33
2000,New Hampshire,33,30-34 years,62
2000,New Hampshire,33,35-39 years,122
2000,New Hampshire,33,40-44 years,213
2000,New Hampshire,33,45-49 years,328
2000,New Hampshire,33,50-54 years,473
2000,New Hampshire,33,55-59 years,587
2000,New Hampshire,33,60-64 years ,677
2000,New Hampshire,33,65-69 years,757
2000,New Hampshire,33,70-74 years,814
2000,New Hampshire,33,75-79 years,725
2000,New Hampshire,33,80-84 years,475
2000,New Hampshire,33,85+ years,370
2000,New Jersey,34,< 1 year,17
2000,New Jersey,34,1-4 years,74
2000,New Jersey,34,5-9 years,62
2000,New Jersey,34,10-14 years,52
2000,New Jersey,34,15-19 years,82
2000,New Jersey,34,20-24 years,117
2000,New Jersey,34,25-29 years,217
2000,New Jersey,34,30-34 years,434
2000,New Jersey,34,35-39 years,859
2000,New Jersey,34,40-44 years,1471
2000,New Jersey,34,45-49 years,2201
2000,New Jersey,34,50-54 years,3154
2000,New Jersey,34,55-59 years,4042
2000,New Jersey,34,60-64 years ,4595
2000,New Jersey,34,65-69 years,5512
2000,New Jersey,34,70-74 years,6446
2000,New Jersey,34,75-79 years,5955
2000,New Jersey,34,80-84 years,4227
2000,New Jersey,34,85+ years,3122
2000,New Mexico,35,15-19 years,22
2000,New Mexico,35,20-24 years,29
2000,New Mexico,35,25-29 years,44
2000,New Mexico,35,30-34 years,82
2000,New Mexico,35,35-39 years,134
2000,New Mexico,35,40-44 years,238
2000,New Mexico,35,45-49 years,378
2000,New Mexico,35,50-54 years,531
2000,New Mexico,35,55-59 years,627
2000,New Mexico,35,60-64 years ,707
2000,New Mexico,35,65-69 years,966
2000,New Mexico,35,70-74 years,973
2000,New Mexico,35,75-79 years,835
2000,New Mexico,35,80-84 years,591
2000,New Mexico,35,85+ years,457
2000,New York,36,< 1 year,26
2000,New York,36,1-4 years,173
2000,New York,36,5-9 years,133
2000,New York,36,10-14 years,102
2000,New York,36,15-19 years,165
2000,New York,36,20-24 years,217
2000,New York,36,25-29 years,479
2000,New York,36,30-34 years,971
2000,New York,36,35-39 years,1750
2000,New York,36,40-44 years,3006
2000,New York,36,45-49 years,4547
2000,New York,36,50-54 years,6943
2000,New York,36,55-59 years,8528
2000,New York,36,60-64 years ,9898
2000,New York,36,65-69 years,11948
2000,New York,36,70-74 years,13218
2000,New York,36,75-79 years,12063
2000,New York,36,80-84 years,8499
2000,New York,36,85+ years,7182
2000,North Carolina,37,1-4 years,71
2000,North Carolina,37,5-9 years,51
2000,North Carolina,37,10-14 years,49
2000,North Carolina,37,15-19 years,65
2000,North Carolina,37,20-24 years,119
2000,North Carolina,37,25-29 years,223
2000,North Carolina,37,30-34 years,379
2000,North Carolina,37,35-39 years,711
2000,North Carolina,37,40-44 years,1262
2000,North Carolina,37,45-49 years,1831
2000,North Carolina,37,50-54 years,2893
2000,North Carolina,37,55-59 years,3617
2000,North Carolina,37,60-64 years ,4229
2000,North Carolina,37,65-69 years,4752
2000,North Carolina,37,70-74 years,5013
2000,North Carolina,37,75-79 years,4150
2000,North Carolina,37,80-84 years,2535
2000,North Carolina,37,85+ years,1697
2000,North Dakota,38,30-34 years,22
2000,North Dakota,38,35-39 years,39
2000,North Dakota,38,40-44 years,78
2000,North Dakota,38,45-49 years,131
2000,North Dakota,38,50-54 years,209
2000,North Dakota,38,55-59 years,223
2000,North Dakota,38,60-64 years ,313
2000,North Dakota,38,65-69 years,390
2000,North Dakota,38,70-74 years,498
2000,North Dakota,38,75-79 years,446
2000,North Dakota,38,80-84 years,323
2000,North Dakota,38,85+ years,253
2000,Ohio,39,1-4 years,75
